20150807011	:::	it was this movement is circles and this circles must be perfect .this circles may not elliptical but this idea was not true .	0
20150807015	:::		0
20150807017	:::		0
20150807041	:::	Copernic said that the Sun is not revolving around us but the Earth is orbiting and this is the explanation of sun rise.    The Geocentric model of Aristotle an Ptolemy was used until 15th-16th century                           There were some unusual movements of the planets such as Mars which they thought it was moving backwards after some point. They thought Mars was not only turning around the world but also circling between the planets next to itself. But after Copernicus's research and Bruno, Tyco, Kepler, and Galileo we knew the correct answer for the universe  The Heliocentric Model after their contribution 1- There in center of the universe.(Bruno) 2- The planets are orbiting in elliptical way.(Kepler)	16
20160807006	:::	for Greeks there are two movement of planet  the first return sun and other return the own axis its and romans and especially Arabs developed this theory 	0
20160807009	:::		0
20160808016	:::		0
20160808017	:::	They proposed to understand universe.	0
20160808019	:::	Copernic developed its model .That is center of sun and planets orbit of sun. Tycho was obsessed  observer. He made a lot of observations . He collected very much data but he didn't realize that he collecting data's . Tycho was teacher of Kepler . Then Tycho worked he near.(yanına işe aldı stajer gibi) After Tycho, Kepler used his data's , he thought his data's . Tycho didn't think like that Copernicus because he thought is earth is saboteurs  make no movement. While Kepler looking his data he trying something using geocentric model but he looked for mars data's are contradicted so data's were false these situation . Then Kepler think "ıımm ı trying center of sun now maybe thats happen " so datas and model were örtüşüyor (collapsed?) .then his new model is center of sun model then he continue and he realised some incorrect things and he continue his examination (incelemelerine). He think it will be eliptic  so everything will be true .Very very years ago this idea is false because earth is cycle planets cycle ,cycle is perfect model will be cycle . mostly people like this then he made eliptic model so he made keplers laws	12
20160808025	:::		0
20160808041	:::		0
20160808043	:::		0
20160808060	:::		0
20170808007	:::	Firstly, we can choose  reference points(stationary).                While we observe the other planets, they move back. That called retrograde movement.               For example =  Earth is faster than Sun. At the Earth, we observe to Sun and its movements. Sun seems move back when the time is past.  Old Ages =     They(peoples or scientist at this age) observed the Sun, moon and other planes that can see. They thought "This planets move back." because they thought "Earth is not around.". After the Copernicus Model, they know "Earth is around itself.". According to this knowledge, they thought "This planets around faster than Earth."	12
20170808011	:::	planets orbiting around itself and orbiting around the sun so from our point of view planet seems doing backward motion  with cosmos whirlpool planets are orbiting around the sun and execute retrograde motion.  geoengineering retrograde hareketle dönmelerinde neyin hesaplanması varsayılmıştır?	12
20170808015	:::	Heliocentric model.	12
20170808017	:::	First they tried to find the center of the universe . Some of them believed that earth is the center of the universe and some of them believed that the sun is the center of the universe. They separated them as heliocentric and geocentric systems. And also they tried to find an answer to "Is earth moves - is it turning around its own axis - is it turns around sun or sun is turning around earth ? etc. "	12
20170808022	:::	closer ones have fast movement and further ones have slow movement. There is a line orbit which all planets sits on this line.	0
20170808023	:::	Geocentric system and Heliocentric system	12
20170808027	:::	planets moving in ellipse orbits and earth is not center of planets. sun is center of planets.	12
20170808030	:::	Copernicus observed the motion of planets and proposed that planet turning around the sun.  Some planets faster the other planets for example  Earth is faster than Mars this is causing  retrograde(backwards) movement of planets and The Mars seems like that make back wards motion in sun around(orbiting). 	12
20170808032	:::	Most of the time planets move through the star east to west but some times we can observe they moves west to east. That is because there is no stable star pattern at the background of the galaxies. We can think like that: Move your finger front of your eyes and close one of you eye and look position of your finger. Then close the eye which is open and open other eye. Now you will see your finger with different angle  of background.  They discovered Retrograde movement like this method. Different point is they used lots of calculations and think eyes of our example they didn't close their eyes but they make calculations on different times. Because unreal world moving around the sun and world location is chancing for the sun. That is like looking  planets in different aspects. Galileo make this calculations with using Thyons calculations. Thus Galileo confirmed the heliocentric model.	12
20170808036	:::	Planets closer to the sun move faster than farther ones. Planets moves in elliptic orbits. Everything in space is moving not stationary.	12
20170808041	:::	With Geocentric Model it was unclear and confusing because all the celestial things must have been perfectly circular. However, with the Heliocentric Model, all things started to make sense. Unfortunately, church had enormous amount of power and the old scripts were saying "earth is fixed" and all Western Europe had to obey these words.	12
20170808043	:::	First the scientists believed that the Earth is center of Universe and it can not move. And the other planets are orbiting round the Earth. And also planets are round their own axis and it was called epicycle. The stars are further away the Earth.(Geocentric model) But this idea was wrong and Copernicus and Kepler provided  the Heliocentric model. The sun is the center of Universe and planets are orbiting round it. Retrograde: The planets move in complex path.	20
20170808045	:::	the sun is constant. earth and some planets' orbit turning around the sun.  moon's orbit turning around the earth. retrograde movement is the opposite direction to the orbited body's spin.	12
20170808047	:::	Retro(backward) grade(movement) is observed by Greeks for the first time. From our planet, every two years we observe that Mars is doing a strange movement. From our perspective, while Mars is making its movement, it slows down and goes a little bit backward. Then turn back and continues to its way. They called it retrograde. After lots of observations, Kepler realized that retrograde movement isn't the thing that made planets to orbit. There was a little force that effects planets and makes their orbit elliptical. That was magnetic force.	5
20170808048	:::	backward motion. they said planets movement is circle orbits but after they observed and calculate stars is backward motion of planets.	0
20170808049	:::	The retrograde that as a refence point the earth , spheres move backward to  background of stars but these idea rejected ( that's not contradicted with Aristotle's view) there is a problem with this idea because the earth revolve it self ,in fact stars didn't move and they should be saw like that because of refence point is not constant.	0
20170808051	:::	planets are moving with complex paths. 	0
20170808052	:::		0
20170808054	:::	Proposed to learn that universe is heliocentric or geocentric?	12
20170808055	:::	Copernicus was the man who found that the Earth has 2 movement. One is the movement which Earth does around sun(which is orbit) , and the other is Earth's revolving around it's center. So Copernicus found that there are such thing as orbits.  The distance between Earth and the Sun were changing. If the orbit would be circular then it shouldn't. Tycho's student Kepler find out this idea and he figured out that Earth's orbit is elliptical by calculating. 	12
20170808056	:::		0
20170808060	:::	We see that firstly retrograde movement in the Heliocentric Systems. Copernic create model of heliocentric system. The heliocentric system say to us that there is Sun in the center of universe and planets have retrograde movements in their orbiting.  Retrograde means opposite movements in the orbits.  The proposed is understanding the universe. They calculated a lot of things. After that they said that if planets is nearly the sun moving fastly but if they are far away moving slowly so that they can calculate  the orbiting size is same.  They could understand relationship between  planets and their movement in the own exist. 	12
20170808061	:::	Copernic proposed that planets are just seems they are moving backwards only from our point of view, because of the spin of the Earth.(Meaning that planets are not actually moving backwards.)	5
20170808065	:::	Try to find  understand where the stars disappear.	0
20170808068	:::		0
20170808070	:::		0
20170808072	:::		0
20180808002	:::	Trying to find the center of the universe.	0
20180808004	:::	Every human know all planets are moving around the sun. That is a true. We are always moving.	12
20180808006	:::	Church said they were orbiting around the earth. Scientists in western countries thought its heliocentric(orbiting around Sun) . They found the angles of the sun's light and also made a star map that shows the path of planets but the most significant discovery was from Kepler. Before Kepler, Copernicus made a model like heliocentric. Kepler discovered the elliptic orbits and made 3 laws. Elliptic Motion Law, Equal area law and Harmony Law. Before the magnet discovery, Copernicus talked about a wirpwhool around the sun but after the discovery of magnets scientist realized the planets were huge magnets. So everything was good after Kepler but still they had a huge obstacle at their centuries named CHURCH.	12
20180808007	:::	There was a problem that motion of planets . Sometimes planets appear to move backwards. It is a retrograde. Some people tried to solve what do planets move backwards. Ptolemy believed Geocentric model and he thought  because of epicycles. Earth is the center of universe. Planets revolve the Earth, its(planets) axis to doing epicycles. Copernicus thought  it is wrong. He believed that Heliocentric models. The Sun is center of the universe. Planets revolve the sun. We observe from the Earth. It's not to movement of planets. It's from the motion of Earth. Kepler was cumulative Copernicus and Ptolemy. He thought that which planets closer the Sun, it is faster than other. At the same time, they sweep out same areas in same time.  	20
20180808010	:::	Retrograde movements (backwards), planets went back around opposite of stars' background.	0
20180808011	:::	Planets  go  backwards. But we do not know  this movement . They are not  go backward . They only illusion  . 	6
20180808012	:::	planets move complex paths	0
20180808013	:::	Retrograde movement causes to change the position of planets  in our point of view. This is because of the planets are moving around Sun also around its own. 	12
20180808015	:::	Retrograde movement is that planets are appeared move to backward for our view.   This was a false idea. Ptolemy and Copernicus thought this issue, then they found different ideas. According to Ptolemy's view, the planets have  epicycles and because of these epicycles, planets' motion were appeared to move to backward movements for orbiting.  For epicycle's idea, he thought planets move around itself . According to Ptolemy, Earth is the center of the universe( This is geocentric model.) and Earth is stationary. Sun, Moon, planets ans stars are rotation around Earth.  Copernicus' view is the planets have different velocity in different space.  In his view, The planet that is closest to Sun is faster than other planets' velocity. Thus, difference of velocity cause this retrograde movement. Copernicus' model is heliocentric model. The Sun is the center of universe. Earth and other planets move around the Sun as circle orbiting.	20
20180808016	:::	In the early days, people thought planets were orbiting around the Earth and Earth was the center of the universe. They thought planets were also orbiting on they own while they were orbiting around the Earth. Later, they realized that Earth wasn't the center of the universe but planets including Earth were orbiting around the Sun while they were also turning around themselves but not orbiting around themselves.    Also people thought that orbits were circular because they believed circular shapes were perfect and it was suiting their religious thoughts but Kepler proved that planets can't move in circular orbits but they should be moving in elliptic orbits. Because in a circular orbit type of moving wouldn't work with Mars. So Kepler found out that Solar System and Mars' movement can make sense only if the orbits are in ellipse shape. As a result of that a planet's coordinates are not same according to Sun all the time. So, a planet should move faster as it gets closer to the Sun and should move slower while getting further. A planet is fastest in the closest position to Sun and slowest at furthest.	12
20180808017	:::	Actually planets do not move backwards in other say retrograde. In our perspective we see them like that. But science people did a lot of investigations on planets move and investigations did not match up with observations completely .So we accepted them how we see them .	0
20180808019	:::	Geocentric and heliocentric models. Geocentric model is the earth is center of the universe and its moon orbits around the earth and also its own round. Heliocentric model is our sun is the center of our planet system, the earth and other planets orbit around the sun and also their own round. According to heliocentric model, there are different stars and planets which means there might be another life forms beyond the earth.	12
20180808020	:::	 Geocentric .There are two movements. Planets moved around the sun and its axis. The orbiting is elliptic orbit. The planet moved around fastest closer to the sun. 	12
20180808022	:::	Kepler was proposed his laws and proof retrograde movement of planets is a wrong idea.  Planets don't move backward but they look like going backward.	5
20180808024	:::	The planets moving appear that backward against the background the stars systematically. This Retro Grade  didn't conform well the concept of the universal law and perfect being. Copernic solved this issue that  in fact the planets  didn't move . 	5
20180808025	:::	First ancient people proposed all  the planets moving around Earth. This thing was accepted for hundred years because of Church. After people accepted Solar System. 	0
20180808027	:::	İn order to find if whether earth is center of universe or sun is center of universe.  	12
20180808028	:::	Geocentric system and heliocentric system  .	12
20180808029	:::	Every planets need to energy. They take this energy from stars. For example Earth take this energy the Sun. Planets move around the Sun. In the space planets have different measurement to Sun. This measurement cause different force from Sun. They move different way each other. This moving make seasons etc.	12
20180808030	:::		0
20180808031	:::	Tycho thought planets revolve circular retrograde movement in orbit but Copernicus noticed and discovered that planets revolving ellipses retrograde movement in orbit. 	5
20180808032	:::	Proposed The planets went around the sun and The planets went around it's axis by Copernicus  Kepler proposed 3 laws about solar system the law of ellipse: Orbiting is ellipse the law of equal area: The planets have same area in the same time. the law of harmonies:T2 /R3 Aristarchus said "Movement of planets is independ weight" Aristotle said "Movement of planets is depend on weight"   	12
20180808033	:::	Planets do epicycle motion  around  their axis. Planets has complex paths in the space. Retrograde motion is backward from stars.	16
20180808034	:::	Earth is the center of universe. planets moving behind Sun	12
20180808037	:::	Ancient Greeks didn't explain retrograde movement correctly. Ptolemy thinks that planets have backward motion but it isn't same with their beliefs. It is conflict with church. Copernicus solve this problem. He said that planet  seems like go to backward but actually  Retrograde motion is due to Earth's motion. For instance Mars's distance of Sun is further than Earth's distance of Sun. So Earth is rotating slower than Mars so it looks like go to back.   	9
20180808038	:::	Sky observation, looking at to the sky,	0
20180808039	:::	The sun is the center of the solar system and the planets are orbiting around sun. The close planet's orbiting is faster than the farther and their 1 lap around the sun is more quick than the others. 	12
20180808040	:::	Aristoteles said that The Earth is the center of the Universe Copernicus' view is The Sun is the center of The Universe and it revolves circular movement Kepler said that The Earth revolves elliptical movement around the Sun	12
20180808041	:::	Epicycles that is planets or stars both spinning around themselves and travel around the Earth, was proposed by Ptolemy.	20
20180808042	:::	When they observation the planets they thought the planet's go backward. There were a complex idea about planet's motion. planet's never go backward. Sometimes observations result come false. The science  is not in the good situation like today's situation. Thereby the scientist could made some mistakes.	0
20180808044	:::	There is a backwards motion of planets through background of stars. However this idea was denied by Copernicus he told that "It just seems like that but there isn't a movement like that." .	5
20180808045	:::	Ptolemy says that planet turn around of earth and planets have own orbits. According to Ptolemy sometimes  we see a planets farther then other times while planet located at distant point for earth   Copernicus reject this theories. Copernicus says that planets turn around of sun.  Planets don't move arbitrary  farther or backward. According to point of  view(as perspective) we see planets located at  more backward or for away  than other times.	16
20180808046	:::	they are used geometry. they used telescope. They think some theory. First theory is earth is center of the universe. it was geocentric theory. Second theory is sun is center of the universe.it was heliocentric theory.	12
20180808047	:::		0
20180808051	:::	From the ancient times people observe the sun moon and other planets(prtolemy,lucreitus) . After some scientific and technological improvements They use optic science and telescope. When progress on observation of other planets(taycho,kepler,galileo).They produce different kind of predicts. So one of them is epicycle movements of planets. Most of them thinks yes we have a other planets, they have orbits, they have a circular motion and do Retrograde(BACKWARD) motions. But some equations gone wrong especially Kepler and Tycho is calculating archs of mars. One of them calculate 4 minutes other one is 8 so Kepler thinks and predict the elliptical system.	20
20180808052	:::	Keppler's  Laws .There are three law I think this is third law. T2/R3 Second Law is same time same area. First Law is elliptic round in orbitals. 	5
20180808054	:::		0
20180808055	:::	Their motions like circle and earth was center.  After that humanity thought planets moving near sun and earth but earth still center.	12
20180808056	:::	Kepler's 2. Law said: When the planet closer than the center planet , it's speed is up and when the planet further than the center planet , it's speed is slow down.	5
20180808058	:::	Very long time ago, Greeks proposed the Earth is in the middle of the universe and all the other things in the universe like planets or stars moving around the Earth. It called geocentric. But scientists like Copernicus, Galileo and Kepler were proposed the Earth and other planets in our solar system orbiting around the Sun. Also they proposed the planets are orbiting around their own axis. It called heliocentric. Church denied it first. But the truth was heliocentric one.	12
20180808059	:::	Retrograde happens when a planet appears to be backwards reversing its orbit from our point of view.However,it is an optical illusion. It occurs generally as a faster moving planet catches up with and passes a slower moving planet. Retrograde proved that geocentric model is wrong.	6
20180808060	:::	The speed of the planets.	0
20180808062	:::	Earth is center of the infinite.	0
20180808063	:::	Ptolemy think that geocentric model is true. Geocentric model has Earth at the center of the universe; planets and The Sun is orbiting around the Earth with perfect circles. However,  when he think like that, there is an error occur. Planets may not be orbiting just around the Earth. Ptolemy, looked at the fix stars and think that maybe there is another orbit is doing by planets. Planets move around their orbits as well. This move named as retrograde. (Disproved by Copernicus)	16
